-5.0	0.958924274663
-4.9	0.982452612624
-4.8	0.996164608836
-4.7	0.999923257564
-4.6	0.993691003633
-4.5	0.977530117665
-4.4	0.95160207389
-4.3	0.916165936749
-4.2	0.871575772414
-4.1	0.818277111064
-4.0	0.756802495308
-3.9	0.687766159184
-3.8	0.611857890943
-3.7	0.529836140908
-3.6	0.442520443295
-3.5	0.35078322769
-3.4	0.255541102027
-3.3	0.157745694143
-3.2	0.0583741434276
-3.1	-0.0415806624333
-3.0	-0.14112000806
-2.9	-0.239249329214
-2.8	-0.334988150156
-2.7	-0.427379880234
-2.6	-0.515501371821
-2.5	-0.598472144104
-2.4	-0.675463180551
-2.3	-0.745705212177
-2.2	-0.80849640382
-2.1	-0.863209366649
-2.0	-0.909297426826
-1.9	-0.946300087687
-1.8	-0.973847630878
-1.7	-0.991664810452
-1.6	-0.999573603042
-1.5	-0.997494986604
-1.4	-0.985449729988
-1.3	-0.963558185417
-1.2	-0.932039085967
-1.1	-0.891207360061
-1.0	-0.841470984808
-0.9	-0.783326909627
-0.8	-0.7173560909
-0.7	-0.644217687238
-0.6	-0.564642473395
-0.5	-0.479425538604
-0.4	-0.389418342309
-0.3	-0.295520206661
-0.2	-0.198669330795
-0.1	-0.0998334166468
0.0	0.0
0.1	0.0998334166468
0.2	0.198669330795
0.3	0.295520206661
0.4	0.389418342309
0.5	0.479425538604
0.6	0.564642473395
0.7	0.644217687238
0.8	0.7173560909
0.9	0.783326909627
1.0	0.841470984808
1.1	0.891207360061
1.2	0.932039085967
1.3	0.963558185417
1.4	0.985449729988
1.5	0.997494986604
1.6	0.999573603042
1.7	0.991664810452
1.8	0.973847630878
1.9	0.946300087687
2.0	0.909297426826
2.1	0.863209366649
2.2	0.80849640382
2.3	0.745705212177
2.4	0.675463180551
2.5	0.598472144104
2.6	0.515501371821
2.7	0.427379880234
2.8	0.334988150156
2.9	0.239249329214
3.0	0.14112000806
3.1	0.0415806624333
3.2	-0.0583741434276
3.3	-0.157745694143
3.4	-0.255541102027
3.5	-0.35078322769
3.6	-0.442520443295
3.7	-0.529836140908
3.8	-0.611857890943
3.9	-0.687766159184
4.0	-0.756802495308
4.1	-0.818277111064
4.2	-0.871575772414
4.3	-0.916165936749
4.4	-0.95160207389
4.5	-0.977530117665
4.6	-0.993691003633
4.7	-0.999923257564
4.8	-0.996164608836
4.9	-0.982452612624
